coll	mtype	dt	op	count	size_bytes	time_avg_us	time_min_us	time_max_us	bus_bw_avg_gbs	bus_bw_min_gbs	bus_bw_max_gbs	eff_bw_gbs
reduce	cuda-mng	float32	sum	4096	16384	10.24	10.24	10.24	1.60	1.60	1.60	1.60
reduce	cuda-mng	float32	sum	8192	32768	10.31	10.31	10.31	3.18	3.18	3.18	3.18
reduce	cuda-mng	float32	sum	16384	65536	10.37	10.37	10.37	6.32	6.32	6.32	6.32
reduce	cuda-mng	float32	sum	32768	131072	10.41	10.41	10.41	12.59	12.59	12.59	12.59
reduce	cuda-mng	float32	sum	65536	262144	10.51	10.51	10.51	24.95	24.95	24.95	24.94
reduce	cuda-mng	float32	sum	131072	524288	10.56	10.56	10.56	49.62	49.62	49.62	49.65
reduce	cuda-mng	float32	sum	262144	1048576	10.47	10.47	10.47	100.10	100.10	100.10	100.15
reduce	cuda-mng	float32	sum	524288	2097152	10.71	10.71	10.71	195.90	195.90	195.90	195.81
reduce	cuda-mng	float32	sum	1048576	4194304	11.54	11.54	11.54	363.46	363.46	363.46	363.46
reduce	cuda-mng	float32	sum	2097152	8388608	12.94	12.94	12.94	648.27	648.27	648.27	648.27
reduce	cuda-mng	float32	sum	4194304	16777216	17.27	17.27	17.27	971.18	971.18	971.18	971.47
reduce	cuda-mng	float32	sum	8388608	33554432	33.58	33.58	33.58	999.39	999.39	999.39	999.24
reduce	cuda-mng	float32	sum	16777216	67108864	56.14	56.14	56.14	1195.38	1195.38	1195.38	1195.38
reduce	cuda-mng	float32	sum	33554432	134217728	100.19	100.19	100.19	1339.63	1339.63	1339.63	1339.63
reduce	cuda-mng	float32	sum	67108864	268435456	190.17	190.17	190.17	1411.56	1411.56	1411.56	1411.56
reduce	cuda-mng	float32	prod	1024	4096	12.27	12.27	12.27	0.33	0.33	0.33	0.33
reduce	cuda-mng	float32	prod	2048	8192	12.22	12.22	12.22	0.67	0.67	0.67	0.67
reduce	cuda-mng	float32	prod	4096	16384	12.24	12.24	12.24	1.34	1.34	1.34	1.34
reduce	cuda-mng	float32	prod	8192	32768	12.27	12.27	12.27	2.67	2.67	2.67	2.67
reduce	cuda-mng	float32	prod	16384	65536	12.27	12.27	12.27	5.34	5.34	5.34	5.34
reduce	cuda-mng	float32	prod	32768	131072	12.32	12.32	12.32	10.64	10.64	10.64	10.64
reduce	cuda-mng	float32	prod	65536	262144	12.40	12.40	12.40	21.13	21.13	21.13	21.14
reduce	cuda-mng	float32	prod	131072	524288	12.40	12.40	12.40	42.26	42.26	42.26	42.28
reduce	cuda-mng	float32	prod	262144	1048576	12.40	12.40	12.40	84.53	84.53	84.53	84.56
reduce	cuda-mng	float32	prod	524288	2097152	12.42	12.42	12.42	168.85	168.85	168.85	168.85
reduce	cuda-mng	float32	prod	1048576	4194304	13.36	13.36	13.36	313.94	313.94	313.94	313.94
reduce	cuda-mng	float32	prod	2097152	8388608	14.64	14.64	14.64	572.80	572.80	572.80	572.99
reduce	cuda-mng	float32	prod	4194304	16777216	18.91	18.91	18.91	886.98	886.98	886.98	887.21
reduce	cuda-mng	float32	prod	8388608	33554432	35.23	35.23	35.23	952.30	952.30	952.30	952.44
reduce	cuda-mng	float32	prod	16777216	67108864	56.62	56.62	56.62	1185.35	1185.35	1185.35	1185.25
reduce	cuda-mng	float32	prod	33554432	134217728	99.70	99.70	99.70	1346.15	1346.15	1346.15	1346.22
reduce	cuda-mng	float32	prod	67108864	268435456	187.25	187.25	187.25	1433.61	1433.61	1433.61	1433.57
reduce	cuda-mng	float32	min	1024	4096	10.58	10.58	10.58	0.39	0.39	0.39	0.39
reduce	cuda-mng	float32	min	2048	8192	10.34	10.34	10.34	0.79	0.79	0.79	0.79
reduce	cuda-mng	float32	min	4096	16384	10.21	10.21	10.21	1.61	1.61	1.61	1.60
reduce	cuda-mng	float32	min	8192	32768	9.97	9.97	9.97	3.29	3.29	3.29	3.29
reduce	cuda-mng	float32	min	16384	65536	9.84	9.84	9.84	6.66	6.66	6.66	6.66
reduce	cuda-mng	float32	min	32768	131072	9.76	9.76	9.76	13.43	13.43	13.43	13.43
reduce	cuda-mng	float32	min	65536	262144	9.79	9.79	9.79	26.78	26.78	26.78	26.78
reduce	cuda-mng	float32	min	131072	524288	9.81	9.81	9.81	53.44	53.44	53.44	53.44
reduce	cuda-mng	float32	min	262144	1048576	9.84	9.84	9.84	106.62	106.62	106.62	106.56
reduce	cuda-mng	float32	min	524288	2097152	9.95	9.95	9.95	210.88	210.88	210.88	210.77
reduce	cuda-mng	float32	min	1048576	4194304	10.57	10.57	10.57	396.81	396.81	396.81	396.81
reduce	cuda-mng	float32	min	2097152	8388608	11.94	11.94	11.94	702.56	702.56	702.56	702.56
reduce	cuda-mng	float32	min	4194304	16777216	16.16	16.16	16.16	1038.52	1038.52	1038.52	1038.19
reduce	cuda-mng	float32	min	8388608	33554432	32.44	32.44	32.44	1034.35	1034.35	1034.35	1034.35
reduce	cuda-mng	float32	min	16777216	67108864	54.27	54.27	54.27	1236.46	1236.46	1236.46	1236.57
reduce	cuda-mng	float32	min	33554432	134217728	98.42	98.42	98.42	1363.79	1363.79	1363.79	1363.72
reduce	cuda-mng	float32	min	67108864	268435456	186.68	186.68	186.68	1437.98	1437.98	1437.98	1437.94
reduce	cuda-mng	float32	max	1024	4096	8.29	8.29	8.29	0.49	0.49	0.49	0.49
reduce	cuda-mng	float32	max	2048	8192	8.32	8.32	8.32	0.98	0.98	0.98	0.98
reduce	cuda-mng	float32	max	4096	16384	8.45	8.45	8.45	1.94	1.94	1.94	1.94
reduce	cuda-mng	float32	max	8192	32768	8.30	8.30	8.30	3.95	3.95	3.95	3.95
reduce	cuda-mng	float32	max	16384	65536	8.33	8.33	8.33	7.87	7.87	7.87	7.87
reduce	cuda-mng	float32	max	32768	131072	8.39	8.39	8.39	15.62	15.62	15.62	15.62
reduce	cuda-mng	float32	max	65536	262144	8.38	8.38	8.38	31.26	31.26	31.26	31.28
reduce	cuda-mng	float32	max	131072	524288	8.54	8.54	8.54	61.39	61.39	61.39	61.39
reduce	cuda-mng	float32	max	262144	1048576	8.51	8.51	8.51	123.29	123.29	123.29	123.22
reduce	cuda-mng	float32	max	524288	2097152	9.12	9.12	9.12	229.82	229.82	229.82	229.95
reduce	cuda-mng	float32	max	1048576	4194304	9.93	9.93	9.93	422.60	422.60	422.60	422.39
reduce	cuda-mng	float32	max	2097152	8388608	11.24	11.24	11.24	746.32	746.32	746.32	746.32
reduce	cuda-mng	float32	max	4194304	16777216	15.13	15.13	15.13	1108.50	1108.50	1108.50	1108.87
reduce	cuda-mng	float32	max	8388608	33554432	31.44	31.44	31.44	1067.25	1067.25	1067.25	1067.25
reduce	cuda-mng	float32	max	16777216	67108864	53.71	53.71	53.71	1249.47	1249.47	1249.47	1249.47
reduce	cuda-mng	float32	max	33554432	134217728	98.07	98.07	98.07	1368.59	1368.59	1368.59	1368.59
reduce	cuda-mng	float32	max	67108864	268435456	186.60	186.60	186.60	1438.52	1438.52	1438.52	1438.56
reduce	cuda-mng	float64	sum	1024	8192	12.15	12.15	12.15	0.67	0.67	0.67	0.67
reduce	cuda-mng	float64	sum	2048	16384	12.59	12.59	12.59	1.30	1.30	1.30	1.30
reduce	cuda-mng	float64	sum	4096	32768	12.16	12.16	12.16	2.69	2.69	2.69	2.69
reduce	cuda-mng	float64	sum	8192	65536	12.14	12.14	12.14	5.40	5.40	5.40	5.40
reduce	cuda-mng	float64	sum	16384	131072	12.19	12.19	12.19	10.75	10.75	10.75	10.75
reduce	cuda-mng	float64	sum	32768	262144	12.27	12.27	12.27	21.37	21.37	21.37	21.36
reduce	cuda-mng	float64	sum	65536	524288	12.31	12.31	12.31	42.59	42.59	42.59	42.59
reduce	cuda-mng	float64	sum	131072	1048576	12.43	12.43	12.43	84.39	84.39	84.39	84.36
reduce	cuda-mng	float64	sum	262144	2097152	12.49	12.49	12.49	167.91	167.91	167.91	167.91
reduce	cuda-mng	float64	sum	524288	4194304	13.44	13.44	13.44	312.19	312.19	312.19	312.08
reduce	cuda-mng	float64	sum	1048576	8388608	14.71	14.71	14.71	570.27	570.27	570.27	570.27
reduce	cuda-mng	float64	sum	2097152	16777216	18.96	18.96	18.96	884.64	884.64	884.64	884.87
reduce	cuda-mng	float64	sum	4194304	33554432	35.37	35.37	35.37	948.80	948.80	948.80	948.67
reduce	cuda-mng	float64	sum	8388608	67108864	57.41	57.41	57.41	1168.94	1168.94	1168.94	1168.94
reduce	cuda-mng	float64	sum	16777216	134217728	101.78	101.78	101.78	1318.70	1318.70	1318.70	1318.70
reduce	cuda-mng	float64	sum	33554432	268435456	190.49	190.49	190.49	1409.22	1409.22	1409.22	1409.18
reduce	cuda-mng	float64	sum	67108864	536870912	371.03	371.03	371.03	1446.97	1446.97	1446.97	1446.97
reduce	cuda-mng	float64	prod	1024	8192	12.05	12.05	12.05	0.68	0.68	0.68	0.68
reduce	cuda-mng	float64	prod	2048	16384	12.04	12.04	12.04	1.36	1.36	1.36	1.36
reduce	cuda-mng	float64	prod	4096	32768	12.08	12.08	12.08	2.71	2.71	2.71	2.71
reduce	cuda-mng	float64	prod	8192	65536	12.09	12.09	12.09	5.42	5.42	5.42	5.42
reduce	cuda-mng	float64	prod	16384	131072	12.21	12.21	12.21	10.73	10.73	10.73	10.73
reduce	cuda-mng	float64	prod	32768	262144	12.18	12.18	12.18	21.53	21.53	21.53	21.52
reduce	cuda-mng	float64	prod	65536	524288	12.34	12.34	12.34	42.50	42.50	42.50	42.49
reduce	cuda-mng	float64	prod	131072	1048576	12.35	12.35	12.35	84.94	84.94	84.94	84.90
reduce	cuda-mng	float64	prod	262144	2097152	12.36	12.36	12.36	169.74	169.74	169.74	169.67
reduce	cuda-mng	float64	prod	524288	4194304	13.24	13.24	13.24	316.79	316.79	316.79	316.79
reduce	cuda-mng	float64	prod	1048576	8388608	14.48	14.48	14.48	579.32	579.32	579.32	579.32
reduce	cuda-mng	float64	prod	2097152	16777216	18.68	18.68	18.68	897.90	897.90	897.90	898.14
reduce	cuda-mng	float64	prod	4194304	33554432	35.33	35.33	35.33	949.88	949.88	949.88	949.74
reduce	cuda-mng	float64	prod	8388608	67108864	57.44	57.44	57.44	1168.33	1168.33	1168.33	1168.33
reduce	cuda-mng	float64	prod	16777216	134217728	101.53	101.53	101.53	1321.95	1321.95	1321.95	1321.95
reduce	cuda-mng	float64	prod	33554432	268435456	190.29	190.29	190.29	1410.63	1410.63	1410.63	1410.67
reduce	cuda-mng	float64	prod	67108864	536870912	369.94	369.94	369.94	1451.26	1451.26	1451.26	1451.24
reduce	cuda-mng	float64	min	1024	8192	8.49	8.49	8.49	0.96	0.96	0.96	0.96
reduce	cuda-mng	float64	min	2048	16384	8.33	8.33	8.33	1.97	1.97	1.97	1.97
reduce	cuda-mng	float64	min	4096	32768	8.34	8.34	8.34	3.93	3.93	3.93	3.93
reduce	cuda-mng	float64	min	8192	65536	8.30	8.30	8.30	7.89	7.89	7.89	7.90
reduce	cuda-mng	float64	min	16384	131072	8.37	8.37	8.37	15.65	15.65	15.65	15.66
reduce	cuda-mng	float64	min	32768	262144	8.39	8.39	8.39	31.24	31.24	31.24	31.24
reduce	cuda-mng	float64	min	65536	524288	8.59	8.59	8.59	61.07	61.07	61.07	61.03
reduce	cuda-mng	float64	min	131072	1048576	8.44	8.44	8.44	124.31	124.31	124.31	124.24
reduce	cuda-mng	float64	min	262144	2097152	8.72	8.72	8.72	240.50	240.50	240.50	240.50
reduce	cuda-mng	float64	min	524288	4194304	9.57	9.57	9.57	438.28	438.28	438.28	438.28
reduce	cuda-mng	float64	min	1048576	8388608	10.77	10.77	10.77	779.25	779.25	779.25	778.89
reduce	cuda-mng	float64	min	2097152	16777216	15.02	15.02	15.02	1116.99	1116.99	1116.99	1116.99
reduce	cuda-mng	float64	min	4194304	33554432	31.54	31.54	31.54	1063.87	1063.87	1063.87	1063.87
reduce	cuda-mng	float64	min	8388608	67108864	53.70	53.70	53.70	1249.82	1249.82	1249.82	1249.70
reduce	cuda-mng	float64	min	16777216	134217728	98.20	98.20	98.20	1366.71	1366.71	1366.71	1366.78
reduce	cuda-mng	float64	min	33554432	268435456	186.67	186.67	186.67	1438.02	1438.02	1438.02	1438.02
reduce	cuda-mng	float64	min	67108864	536870912	367.12	367.12	367.12	1462.41	1462.41	1462.41	1462.39
reduce	cuda-mng	float64	max	1024	8192	8.48	8.48	8.48	0.97	0.97	0.97	0.97
reduce	cuda-mng	float64	max	2048	16384	8.53	8.53	8.53	1.92	1.92	1.92	1.92
reduce	cuda-mng	float64	max	4096	32768	8.31	8.31	8.31	3.94	3.94	3.94	3.94
reduce	cuda-mng	float64	max	8192	65536	8.30	8.30	8.30	7.89	7.89	7.89	7.90
reduce	cuda-mng	float64	max	16384	131072	8.37	8.37	8.37	15.67	15.67	15.67	15.66
reduce	cuda-mng	float64	max	32768	262144	8.39	8.39	8.39	31.25	31.25	31.25	31.24
reduce	cuda-mng	float64	max	65536	524288	8.57	8.57	8.57	61.14	61.14	61.14	61.18
reduce	cuda-mng	float64	max	131072	1048576	8.43	8.43	8.43	124.39	124.39	124.39	124.39
reduce	cuda-mng	float64	max	262144	2097152	8.72	8.72	8.72	240.36	240.36	240.36	240.50
reduce	cuda-mng	float64	max	524288	4194304	9.61	9.61	9.61	436.68	436.68	436.68	436.45
reduce	cuda-mng	float64	max	1048576	8388608	10.78	10.78	10.78	778.16	778.16	778.16	778.16
reduce	cuda-mng	float64	max	2097152	16777216	15.05	15.05	15.05	1114.39	1114.39	1114.39	1114.77
reduce	cuda-mng	float64	max	4194304	33554432	31.46	31.46	31.46	1066.41	1066.41	1066.41	1066.57
reduce	cuda-mng	float64	max	8388608	67108864	53.70	53.70	53.70	1249.58	1249.58	1249.58	1249.70
reduce	cuda-mng	float64	max	16777216	134217728	98.17	98.17	98.17	1367.20	1367.20	1367.20	1367.20
reduce	cuda-mng	float64	max	33554432	268435456	186.68	186.68	186.68	1437.94	1437.94	1437.94	1437.94
reduce	cuda-mng	float64	max	67108864	536870912	367.14	367.14	367.14	1462.31	1462.31	1462.31	1462.31
reduce	cuda-mng	int32	sum	1024	4096	11.99	11.99	11.99	0.34	0.34	0.34	0.34
reduce	cuda-mng	int32	sum	2048	8192	11.97	11.97	11.97	0.68	0.68	0.68	0.68
reduce	cuda-mng	int32	sum	4096	16384	12.03	12.03	12.03	1.36	1.36	1.36	1.36
reduce	cuda-mng	int32	sum	8192	32768	12.02	12.02	12.02	2.73	2.73	2.73	2.73
reduce	cuda-mng	int32	sum	16384	65536	12.05	12.05	12.05	5.44	5.44	5.44	5.44
reduce	cuda-mng	int32	sum	32768	131072	12.12	12.12	12.12	10.82	10.82	10.82	10.81
reduce	cuda-mng	int32	sum	65536	262144	12.20	12.20	12.20	21.50	21.50	21.50	21.49
reduce	cuda-mng	int32	sum	131072	524288	12.23	12.23	12.23	42.87	42.87	42.87	42.87
reduce	cuda-mng	int32	sum	262144	1048576	12.27	12.27	12.27	85.46	85.46	85.46	85.46
reduce	cuda-mng	int32	sum	524288	2097152	12.44	12.44	12.44	168.58	168.58	168.58	168.58
reduce	cuda-mng	int32	sum	1048576	4194304	13.21	13.21	13.21	317.63	317.63	317.63	317.51
reduce	cuda-mng	int32	sum	2097152	8388608	14.66	14.66	14.66	572.21	572.21	572.21	572.21
reduce	cuda-mng	int32	sum	4194304	16777216	18.93	18.93	18.93	886.51	886.51	886.51	886.28
reduce	cuda-mng	int32	sum	8388608	33554432	35.14	35.14	35.14	954.88	954.88	954.88	954.88
reduce	cuda-mng	int32	sum	16777216	67108864	57.37	57.37	57.37	1169.76	1169.76	1169.76	1169.76
reduce	cuda-mng	int32	sum	33554432	134217728	101.75	101.75	101.75	1319.03	1319.03	1319.03	1319.09
reduce	cuda-mng	int32	sum	67108864	268435456	190.34	190.34	190.34	1410.33	1410.33	1410.33	1410.29
reduce	cuda-mng	int32	prod	1024	4096	12.10	12.10	12.10	0.34	0.34	0.34	0.34
reduce	cuda-mng	int32	prod	2048	8192	12.10	12.10	12.10	0.68	0.68	0.68	0.68
reduce	cuda-mng	int32	prod	4096	16384	12.13	12.13	12.13	1.35	1.35	1.35	1.35
reduce	cuda-mng	int32	prod	8192	32768	12.12	12.12	12.12	2.70	2.70	2.70	2.70
reduce	cuda-mng	int32	prod	16384	65536	12.11	12.11	12.11	5.41	5.41	5.41	5.41
reduce	cuda-mng	int32	prod	32768	131072	12.21	12.21	12.21	10.74	10.74	10.74	10.73
reduce	cuda-mng	int32	prod	65536	262144	12.11	12.11	12.11	21.66	21.66	21.66	21.65
reduce	cuda-mng	int32	prod	131072	524288	12.43	12.43	12.43	42.20	42.20	42.20	42.18
reduce	cuda-mng	int32	prod	262144	1048576	12.14	12.14	12.14	86.34	86.34	86.34	86.37
reduce	cuda-mng	int32	prod	524288	2097152	12.45	12.45	12.45	168.45	168.45	168.45	168.45
reduce	cuda-mng	int32	prod	1048576	4194304	13.19	13.19	13.19	317.99	317.99	317.99	317.99
reduce	cuda-mng	int32	prod	2097152	8388608	14.53	14.53	14.53	577.33	577.33	577.33	577.33
reduce	cuda-mng	int32	prod	4194304	16777216	18.86	18.86	18.86	889.33	889.33	889.33	889.57
reduce	cuda-mng	int32	prod	8388608	33554432	35.16	35.16	35.16	954.20	954.20	954.20	954.34
reduce	cuda-mng	int32	prod	16777216	67108864	55.88	55.88	55.88	1200.84	1200.84	1200.84	1200.95
reduce	cuda-mng	int32	prod	33554432	134217728	99.62	99.62	99.62	1347.23	1347.23	1347.23	1347.30
reduce	cuda-mng	int32	prod	67108864	268435456	187.03	187.03	187.03	1435.29	1435.29	1435.29	1435.25
reduce	cuda-mng	int32	min	1024	4096	12.49	12.49	12.49	0.33	0.33	0.33	0.33
reduce	cuda-mng	int32	min	2048	8192	12.09	12.09	12.09	0.68	0.68	0.68	0.68
reduce	cuda-mng	int32	min	4096	16384	12.12	12.12	12.12	1.35	1.35	1.35	1.35
reduce	cuda-mng	int32	min	8192	32768	12.11	12.11	12.11	2.71	2.71	2.71	2.71
reduce	cuda-mng	int32	min	16384	65536	12.12	12.12	12.12	5.41	5.41	5.41	5.41
reduce	cuda-mng	int32	min	32768	131072	12.21	12.21	12.21	10.73	10.73	10.73	10.73
reduce	cuda-mng	int32	min	65536	262144	12.35	12.35	12.35	21.23	21.23	21.23	21.23
reduce	cuda-mng	int32	min	131072	524288	12.48	12.48	12.48	41.99	41.99	41.99	42.01
reduce	cuda-mng	int32	min	262144	1048576	12.19	12.19	12.19	86.05	86.05	86.05	86.02
reduce	cuda-mng	int32	min	524288	2097152	12.49	12.49	12.49	167.91	167.91	167.91	167.91
reduce	cuda-mng	int32	min	1048576	4194304	13.38	13.38	13.38	313.36	313.36	313.36	313.48
reduce	cuda-mng	int32	min	2097152	8388608	14.51	14.51	14.51	578.13	578.13	578.13	578.13
reduce	cuda-mng	int32	min	4194304	16777216	19.08	19.08	19.08	879.31	879.31	879.31	879.31
reduce	cuda-mng	int32	min	8388608	33554432	35.20	35.20	35.20	953.12	953.12	953.12	953.25
reduce	cuda-mng	int32	min	16777216	67108864	57.51	57.51	57.51	1166.91	1166.91	1166.91	1166.91
reduce	cuda-mng	int32	min	33554432	134217728	101.50	101.50	101.50	1322.34	1322.34	1322.34	1322.34
reduce	cuda-mng	int32	min	67108864	268435456	190.38	190.38	190.38	1410.00	1410.00	1410.00	1410.00
reduce	cuda-mng	int32	max	1024	4096	8.29	8.29	8.29	0.49	0.49	0.49	0.49
reduce	cuda-mng	int32	max	2048	8192	8.32	8.32	8.32	0.98	0.98	0.98	0.98
reduce	cuda-mng	int32	max	4096	16384	8.29	8.29	8.29	1.98	1.98	1.98	1.98
reduce	cuda-mng	int32	max	8192	32768	8.28	8.28	8.28	3.96	3.96	3.96	3.96
reduce	cuda-mng	int32	max	16384	65536	8.32	8.32	8.32	7.87	7.87	7.87	7.88
reduce	cuda-mng	int32	max	32768	131072	8.40	8.40	8.40	15.60	15.60	15.60	15.60
reduce	cuda-mng	int32	max	65536	262144	8.44	8.44	8.44	31.08	31.08	31.08	31.06
reduce	cuda-mng	int32	max	131072	524288	8.54	8.54	8.54	61.36	61.36	61.36	61.39
reduce	cuda-mng	int32	max	262144	1048576	8.48	8.48	8.48	123.65	123.65	123.65	123.65
reduce	cuda-mng	int32	max	524288	2097152	8.74	8.74	8.74	239.95	239.95	239.95	239.95
reduce	cuda-mng	int32	max	1048576	4194304	9.56	9.56	9.56	438.73	438.73	438.73	438.73
reduce	cuda-mng	int32	max	2097152	8388608	10.77	10.77	10.77	779.25	779.25	779.25	778.89
reduce	cuda-mng	int32	max	4194304	16777216	15.03	15.03	15.03	1116.25	1116.25	1116.25	1116.25
reduce	cuda-mng	int32	max	8388608	33554432	31.56	31.56	31.56	1063.19	1063.19	1063.19	1063.19
reduce	cuda-mng	int32	max	16777216	67108864	53.63	53.63	53.63	1251.33	1251.33	1251.33	1251.33
reduce	cuda-mng	int32	max	33554432	134217728	98.14	98.14	98.14	1367.61	1367.61	1367.61	1367.61
reduce	cuda-mng	int32	max	67108864	268435456	186.67	186.67	186.67	1438.02	1438.02	1438.02	1438.02
reduce	cuda-mng	int64	sum	1024	8192	9.94	9.94	9.94	0.82	0.82	0.82	0.82
reduce	cuda-mng	int64	sum	2048	16384	9.96	9.96	9.96	1.64	1.64	1.64	1.64
reduce	cuda-mng	int64	sum	4096	32768	10.27	10.27	10.27	3.19	3.19	3.19	3.19
reduce	cuda-mng	int64	sum	8192	65536	9.97	9.97	9.97	6.58	6.58	6.58	6.57
reduce	cuda-mng	int64	sum	16384	131072	9.98	9.98	9.98	13.13	13.13	13.13	13.13
reduce	cuda-mng	int64	sum	32768	262144	10.05	10.05	10.05	26.09	26.09	26.09	26.08
reduce	cuda-mng	int64	sum	65536	524288	10.21	10.21	10.21	51.38	51.38	51.38	51.35
reduce	cuda-mng	int64	sum	131072	1048576	10.15	10.15	10.15	103.31	103.31	103.31	103.31
reduce	cuda-mng	int64	sum	262144	2097152	10.37	10.37	10.37	202.23	202.23	202.23	202.23
reduce	cuda-mng	int64	sum	524288	4194304	11.24	11.24	11.24	373.16	373.16	373.16	373.16
reduce	cuda-mng	int64	sum	1048576	8388608	12.48	12.48	12.48	672.16	672.16	672.16	672.16
reduce	cuda-mng	int64	sum	2097152	16777216	16.71	16.71	16.71	1003.72	1003.72	1003.72	1004.02
reduce	cuda-mng	int64	sum	4194304	33554432	33.26	33.26	33.26	1008.85	1008.85	1008.85	1008.85
reduce	cuda-mng	int64	sum	8388608	67108864	55.37	55.37	55.37	1212.01	1212.01	1212.01	1212.01
reduce	cuda-mng	int64	sum	16777216	134217728	99.73	99.73	99.73	1345.74	1345.74	1345.74	1345.81
reduce	cuda-mng	int64	sum	33554432	268435456	188.35	188.35	188.35	1425.16	1425.16	1425.16	1425.19
reduce	cuda-mng	int64	sum	67108864	536870912	369.10	369.10	369.10	1454.56	1454.56	1454.56	1454.54
reduce	cuda-mng	int64	prod	1024	8192	8.84	8.84	8.84	0.93	0.93	0.93	0.93
reduce	cuda-mng	int64	prod	2048	16384	8.99	8.99	8.99	1.82	1.82	1.82	1.82
reduce	cuda-mng	int64	prod	4096	32768	8.86	8.86	8.86	3.70	3.70	3.70	3.70
reduce	cuda-mng	int64	prod	8192	65536	8.87	8.87	8.87	7.39	7.39	7.39	7.39
reduce	cuda-mng	int64	prod	16384	131072	8.91	8.91	8.91	14.70	14.70	14.70	14.71
reduce	cuda-mng	int64	prod	32768	262144	8.95	8.95	8.95	29.29	29.29	29.29	29.29
reduce	cuda-mng	int64	prod	65536	524288	9.12	9.12	9.12	57.52	57.52	57.52	57.49
reduce	cuda-mng	int64	prod	131072	1048576	9.02	9.02	9.02	116.31	116.31	116.31	116.25
reduce	cuda-mng	int64	prod	262144	2097152	9.27	9.27	9.27	226.23	226.23	226.23	226.23
reduce	cuda-mng	int64	prod	524288	4194304	10.17	10.17	10.17	412.42	412.42	412.42	412.42
reduce	cuda-mng	int64	prod	1048576	8388608	11.30	11.30	11.30	742.03	742.03	742.03	742.35
reduce	cuda-mng	int64	prod	2097152	16777216	15.56	15.56	15.56	1078.23	1078.23	1078.23	1078.23
reduce	cuda-mng	int64	prod	4194304	33554432	32.03	32.03	32.03	1047.59	1047.59	1047.59	1047.59
reduce	cuda-mng	int64	prod	8388608	67108864	54.33	54.33	54.33	1235.21	1235.21	1235.21	1235.21
reduce	cuda-mng	int64	prod	16777216	134217728	98.62	98.62	98.62	1360.96	1360.96	1360.96	1360.96
reduce	cuda-mng	int64	prod	33554432	268435456	187.12	187.12	187.12	1434.60	1434.60	1434.60	1434.56
reduce	cuda-mng	int64	prod	67108864	536870912	367.71	367.71	367.71	1460.02	1460.02	1460.02	1460.04
reduce	cuda-mng	int64	min	1024	8192	12.10	12.10	12.10	0.68	0.68	0.68	0.68
reduce	cuda-mng	int64	min	2048	16384	12.07	12.07	12.07	1.36	1.36	1.36	1.36
reduce	cuda-mng	int64	min	4096	32768	12.08	12.08	12.08	2.71	2.71	2.71	2.71
reduce	cuda-mng	int64	min	8192	65536	12.13	12.13	12.13	5.40	5.40	5.40	5.40
reduce	cuda-mng	int64	min	16384	131072	12.20	12.20	12.20	10.75	10.75	10.75	10.74
reduce	cuda-mng	int64	min	32768	262144	12.35	12.35	12.35	21.23	21.23	21.23	21.23
reduce	cuda-mng	int64	min	65536	524288	12.28	12.28	12.28	42.71	42.71	42.71	42.69
reduce	cuda-mng	int64	min	131072	1048576	12.33	12.33	12.33	85.04	85.04	85.04	85.04
reduce	cuda-mng	int64	min	262144	2097152	12.52	12.52	12.52	167.50	167.50	167.50	167.50
reduce	cuda-mng	int64	min	524288	4194304	13.37	13.37	13.37	313.71	313.71	313.71	313.71
reduce	cuda-mng	int64	min	1048576	8388608	14.48	14.48	14.48	579.12	579.12	579.12	579.32
reduce	cuda-mng	int64	min	2097152	16777216	18.71	18.71	18.71	896.46	896.46	896.46	896.70
reduce	cuda-mng	int64	min	4194304	33554432	35.31	35.31	35.31	950.28	950.28	950.28	950.28
reduce	cuda-mng	int64	min	8388608	67108864	57.44	57.44	57.44	1168.43	1168.43	1168.43	1168.33
reduce	cuda-mng	int64	min	16777216	134217728	101.50	101.50	101.50	1322.28	1322.28	1322.28	1322.34
reduce	cuda-mng	int64	min	33554432	268435456	190.66	190.66	190.66	1407.93	1407.93	1407.93	1407.93
reduce	cuda-mng	int64	min	67108864	536870912	370.94	370.94	370.94	1447.33	1447.33	1447.33	1447.33
reduce	cuda-mng	int64	max	1024	8192	10.44	10.44	10.44	0.79	0.79	0.79	0.78
reduce	cuda-mng	int64	max	2048	16384	10.04	10.04	10.04	1.63	1.63	1.63	1.63
reduce	cuda-mng	int64	max	4096	32768	10.08	10.08	10.08	3.25	3.25	3.25	3.25
reduce	cuda-mng	int64	max	8192	65536	10.17	10.17	10.17	6.44	6.44	6.44	6.44
reduce	cuda-mng	int64	max	16384	131072	10.28	10.28	10.28	12.75	12.75	12.75	12.75
reduce	cuda-mng	int64	max	32768	262144	10.32	10.32	10.32	25.39	25.39	25.39	25.40
reduce	cuda-mng	int64	max	65536	524288	10.51	10.51	10.51	49.88	49.88	49.88	49.88
reduce	cuda-mng	int64	max	131072	1048576	10.52	10.52	10.52	99.67	99.67	99.67	99.67
reduce	cuda-mng	int64	max	262144	2097152	10.74	10.74	10.74	195.27	195.27	195.27	195.27
reduce	cuda-mng	int64	max	524288	4194304	11.66	11.66	11.66	359.72	359.72	359.72	359.72
reduce	cuda-mng	int64	max	1048576	8388608	12.76	12.76	12.76	657.41	657.41	657.41	657.41
reduce	cuda-mng	int64	max	2097152	16777216	17.08	17.08	17.08	982.27	982.27	982.27	982.27
