coll	mtype	dt	op	count	size_bytes	time_avg_us	time_min_us	time_max_us	bus_bw_avg_gbs	bus_bw_min_gbs	bus_bw_max_gbs	eff_bw_gbs
allreduce	cuda-mng	float32	sum	4096	16384	12.08	12.08	12.08	0.00	0.00	0.00	1.36
allreduce	cuda-mng	float32	sum	8192	32768	12.07	12.07	12.07	0.00	0.00	0.00	2.71
allreduce	cuda-mng	float32	sum	16384	65536	12.10	12.10	12.10	0.00	0.00	0.00	5.42
allreduce	cuda-mng	float32	sum	32768	131072	12.18	12.18	12.18	0.00	0.00	0.00	10.76
allreduce	cuda-mng	float32	sum	65536	262144	12.22	12.22	12.22	0.00	0.00	0.00	21.45
allreduce	cuda-mng	float32	sum	131072	524288	12.42	12.42	12.42	0.00	0.00	0.00	42.21
allreduce	cuda-mng	float32	sum	262144	1048576	12.25	12.25	12.25	0.00	0.00	0.00	85.60
allreduce	cuda-mng	float32	sum	524288	2097152	12.37	12.37	12.37	0.00	0.00	0.00	169.54
allreduce	cuda-mng	float32	sum	1048576	4194304	13.19	13.19	13.19	0.00	0.00	0.00	317.99
allreduce	cuda-mng	float32	sum	2097152	8388608	14.63	14.63	14.63	0.00	0.00	0.00	573.38
allreduce	cuda-mng	float32	sum	4194304	16777216	18.86	18.86	18.86	0.00	0.00	0.00	889.57
allreduce	cuda-mng	float32	sum	8388608	33554432	35.14	35.14	35.14	0.00	0.00	0.00	954.88
allreduce	cuda-mng	float32	sum	16777216	67108864	57.29	57.29	57.29	0.00	0.00	0.00	1171.39
allreduce	cuda-mng	float32	sum	33554432	134217728	101.42	101.42	101.42	0.00	0.00	0.00	1323.39
allreduce	cuda-mng	float32	sum	67108864	268435456	190.22	190.22	190.22	0.00	0.00	0.00	1411.18
allreduce	cuda-mng	float32	prod	1024	4096	8.62	8.62	8.62	0.00	0.00	0.00	0.48
allreduce	cuda-mng	float32	prod	2048	8192	8.25	8.25	8.25	0.00	0.00	0.00	0.99
allreduce	cuda-mng	float32	prod	4096	16384	8.25	8.25	8.25	0.00	0.00	0.00	1.99
allreduce	cuda-mng	float32	prod	8192	32768	8.28	8.28	8.28	0.00	0.00	0.00	3.96
allreduce	cuda-mng	float32	prod	16384	65536	8.30	8.30	8.30	0.00	0.00	0.00	7.90
allreduce	cuda-mng	float32	prod	32768	131072	8.34	8.34	8.34	0.00	0.00	0.00	15.72
allreduce	cuda-mng	float32	prod	65536	262144	8.36	8.36	8.36	0.00	0.00	0.00	31.36
allreduce	cuda-mng	float32	prod	131072	524288	8.54	8.54	8.54	0.00	0.00	0.00	61.39
allreduce	cuda-mng	float32	prod	262144	1048576	8.44	8.44	8.44	0.00	0.00	0.00	124.24
allreduce	cuda-mng	float32	prod	524288	2097152	8.64	8.64	8.64	0.00	0.00	0.00	242.73
allreduce	cuda-mng	float32	prod	1048576	4194304	9.43	9.43	9.43	0.00	0.00	0.00	444.78
allreduce	cuda-mng	float32	prod	2097152	8388608	10.74	10.74	10.74	0.00	0.00	0.00	781.06
allreduce	cuda-mng	float32	prod	4194304	16777216	14.99	14.99	14.99	0.00	0.00	0.00	1119.23
allreduce	cuda-mng	float32	prod	8388608	33554432	31.50	31.50	31.50	0.00	0.00	0.00	1065.22
allreduce	cuda-mng	float32	prod	16777216	67108864	53.65	53.65	53.65	0.00	0.00	0.00	1250.86
allreduce	cuda-mng	float32	prod	33554432	134217728	98.06	98.06	98.06	0.00	0.00	0.00	1368.73
allreduce	cuda-mng	float32	prod	67108864	268435456	186.60	186.60	186.60	0.00	0.00	0.00	1438.56
allreduce	cuda-mng	float32	min	1024	4096	12.45	12.45	12.45	0.00	0.00	0.00	0.33
allreduce	cuda-mng	float32	min	2048	8192	12.18	12.18	12.18	0.00	0.00	0.00	0.67
allreduce	cuda-mng	float32	min	4096	16384	12.16	12.16	12.16	0.00	0.00	0.00	1.35
allreduce	cuda-mng	float32	min	8192	32768	12.22	12.22	12.22	0.00	0.00	0.00	2.68
allreduce	cuda-mng	float32	min	16384	65536	10.96	10.96	10.96	0.00	0.00	0.00	5.98
allreduce	cuda-mng	float32	min	32768	131072	10.61	10.61	10.61	0.00	0.00	0.00	12.35
allreduce	cuda-mng	float32	min	65536	262144	10.42	10.42	10.42	0.00	0.00	0.00	25.16
allreduce	cuda-mng	float32	min	131072	524288	10.47	10.47	10.47	0.00	0.00	0.00	50.08
allreduce	cuda-mng	float32	min	262144	1048576	10.51	10.51	10.51	0.00	0.00	0.00	99.77
allreduce	cuda-mng	float32	min	524288	2097152	10.56	10.56	10.56	0.00	0.00	0.00	198.59
allreduce	cuda-mng	float32	min	1048576	4194304	11.40	11.40	11.40	0.00	0.00	0.00	367.92
allreduce	cuda-mng	float32	min	2097152	8388608	12.43	12.43	12.43	0.00	0.00	0.00	674.87
allreduce	cuda-mng	float32	min	4194304	16777216	16.80	16.80	16.80	0.00	0.00	0.00	998.64
allreduce	cuda-mng	float32	min	8388608	33554432	32.98	32.98	32.98	0.00	0.00	0.00	1017.42
allreduce	cuda-mng	float32	min	16777216	67108864	54.83	54.83	54.83	0.00	0.00	0.00	1223.94
allreduce	cuda-mng	float32	min	33554432	134217728	98.86	98.86	98.86	0.00	0.00	0.00	1357.65
allreduce	cuda-mng	float32	min	67108864	268435456	186.73	186.73	186.73	0.00	0.00	0.00	1437.56
allreduce	cuda-mng	float32	max	1024	4096	10.86	10.86	10.86	0.00	0.00	0.00	0.38
allreduce	cuda-mng	float32	max	2048	8192	10.80	10.80	10.80	0.00	0.00	0.00	0.76
allreduce	cuda-mng	float32	max	4096	16384	10.97	10.97	10.97	0.00	0.00	0.00	1.49
allreduce	cuda-mng	float32	max	8192	32768	11.12	11.12	11.12	0.00	0.00	0.00	2.95
allreduce	cuda-mng	float32	max	16384	65536	11.26	11.26	11.26	0.00	0.00	0.00	5.82
allreduce	cuda-mng	float32	max	32768	131072	11.51	11.51	11.51	0.00	0.00	0.00	11.39
allreduce	cuda-mng	float32	max	65536	262144	11.72	11.72	11.72	0.00	0.00	0.00	22.37
allreduce	cuda-mng	float32	max	131072	524288	12.08	12.08	12.08	0.00	0.00	0.00	43.40
allreduce	cuda-mng	float32	max	262144	1048576	11.85	11.85	11.85	0.00	0.00	0.00	88.49
allreduce	cuda-mng	float32	max	524288	2097152	12.26	12.26	12.26	0.00	0.00	0.00	171.06
allreduce	cuda-mng	float32	max	1048576	4194304	13.12	13.12	13.12	0.00	0.00	0.00	319.69
allreduce	cuda-mng	float32	max	2097152	8388608	14.51	14.51	14.51	0.00	0.00	0.00	578.13
allreduce	cuda-mng	float32	max	4194304	16777216	18.96	18.96	18.96	0.00	0.00	0.00	884.87
allreduce	cuda-mng	float32	max	8388608	33554432	35.30	35.30	35.30	0.00	0.00	0.00	950.55
allreduce	cuda-mng	float32	max	16777216	67108864	57.47	57.47	57.47	0.00	0.00	0.00	1167.72
allreduce	cuda-mng	float32	max	33554432	134217728	101.66	101.66	101.66	0.00	0.00	0.00	1320.26
allreduce	cuda-mng	float32	max	67108864	268435456	188.24	188.24	188.24	0.00	0.00	0.00	1426.03
allreduce	cuda-mng	float64	sum	1024	8192	9.12	9.12	9.12	0.00	0.00	0.00	0.90
allreduce	cuda-mng	float64	sum	2048	16384	8.79	8.79	8.79	0.00	0.00	0.00	1.86
allreduce	cuda-mng	float64	sum	4096	32768	8.74	8.74	8.74	0.00	0.00	0.00	3.75
allreduce	cuda-mng	float64	sum	8192	65536	8.64	8.64	8.64	0.00	0.00	0.00	7.59
allreduce	cuda-mng	float64	sum	16384	131072	8.67	8.67	8.67	0.00	0.00	0.00	15.12
allreduce	cuda-mng	float64	sum	32768	262144	8.63	8.63	8.63	0.00	0.00	0.00	30.38
allreduce	cuda-mng	float64	sum	65536	524288	8.80	8.80	8.80	0.00	0.00	0.00	59.58
allreduce	cuda-mng	float64	sum	131072	1048576	8.74	8.74	8.74	0.00	0.00	0.00	119.97
allreduce	cuda-mng	float64	sum	262144	2097152	8.78	8.78	8.78	0.00	0.00	0.00	238.86
allreduce	cuda-mng	float64	sum	524288	4194304	9.79	9.79	9.79	0.00	0.00	0.00	428.43
allreduce	cuda-mng	float64	sum	1048576	8388608	10.96	10.96	10.96	0.00	0.00	0.00	765.38
allreduce	cuda-mng	float64	sum	2097152	16777216	15.16	15.16	15.16	0.00	0.00	0.00	1106.68
allreduce	cuda-mng	float64	sum	4194304	33554432	31.59	31.59	31.59	0.00	0.00	0.00	1062.19
allreduce	cuda-mng	float64	sum	8388608	67108864	53.72	53.72	53.72	0.00	0.00	0.00	1249.23
allreduce	cuda-mng	float64	sum	16777216	134217728	98.08	98.08	98.08	0.00	0.00	0.00	1368.45
allreduce	cuda-mng	float64	sum	33554432	268435456	186.70	186.70	186.70	0.00	0.00	0.00	1437.79
allreduce	cuda-mng	float64	sum	67108864	536870912	367.14	367.14	367.14	0.00	0.00	0.00	1462.31
allreduce	cuda-mng	float64	prod	1024	8192	8.31	8.31	8.31	0.00	0.00	0.00	0.99
allreduce	cuda-mng	float64	prod	2048	16384	8.59	8.59	8.59	0.00	0.00	0.00	1.91
allreduce	cuda-mng	float64	prod	4096	32768	8.47	8.47	8.47	0.00	0.00	0.00	3.87
allreduce	cuda-mng	float64	prod	8192	65536	8.35	8.35	8.35	0.00	0.00	0.00	7.85
allreduce	cuda-mng	float64	prod	16384	131072	8.40	8.40	8.40	0.00	0.00	0.00	15.60
allreduce	cuda-mng	float64	prod	32768	262144	8.42	8.42	8.42	0.00	0.00	0.00	31.13
allreduce	cuda-mng	float64	prod	65536	524288	8.59	8.59	8.59	0.00	0.00	0.00	61.03
allreduce	cuda-mng	float64	prod	131072	1048576	8.50	8.50	8.50	0.00	0.00	0.00	123.36
allreduce	cuda-mng	float64	prod	262144	2097152	8.70	8.70	8.70	0.00	0.00	0.00	241.05
allreduce	cuda-mng	float64	prod	524288	4194304	9.58	9.58	9.58	0.00	0.00	0.00	437.82
allreduce	cuda-mng	float64	prod	1048576	8388608	10.76	10.76	10.76	0.00	0.00	0.00	779.61
allreduce	cuda-mng	float64	prod	2097152	16777216	14.99	14.99	14.99	0.00	0.00	0.00	1119.23
allreduce	cuda-mng	float64	prod	4194304	33554432	31.50	31.50	31.50	0.00	0.00	0.00	1065.22
allreduce	cuda-mng	float64	prod	8388608	67108864	53.77	53.77	53.77	0.00	0.00	0.00	1248.07
allreduce	cuda-mng	float64	prod	16777216	134217728	98.14	98.14	98.14	0.00	0.00	0.00	1367.61
allreduce	cuda-mng	float64	prod	33554432	268435456	186.70	186.70	186.70	0.00	0.00	0.00	1437.79
allreduce	cuda-mng	float64	prod	67108864	536870912	367.12	367.12	367.12	0.00	0.00	0.00	1462.39
allreduce	cuda-mng	float64	min	1024	8192	8.41	8.41	8.41	0.00	0.00	0.00	0.97
allreduce	cuda-mng	float64	min	2048	16384	8.27	8.27	8.27	0.00	0.00	0.00	1.98
allreduce	cuda-mng	float64	min	4096	32768	8.33	8.33	8.33	0.00	0.00	0.00	3.93
allreduce	cuda-mng	float64	min	8192	65536	8.32	8.32	8.32	0.00	0.00	0.00	7.88
allreduce	cuda-mng	float64	min	16384	131072	8.37	8.37	8.37	0.00	0.00	0.00	15.66
allreduce	cuda-mng	float64	min	32768	262144	8.37	8.37	8.37	0.00	0.00	0.00	31.32
allreduce	cuda-mng	float64	min	65536	524288	8.55	8.55	8.55	0.00	0.00	0.00	61.32
allreduce	cuda-mng	float64	min	131072	1048576	8.42	8.42	8.42	0.00	0.00	0.00	124.53
allreduce	cuda-mng	float64	min	262144	2097152	8.69	8.69	8.69	0.00	0.00	0.00	241.33
allreduce	cuda-mng	float64	min	524288	4194304	9.54	9.54	9.54	0.00	0.00	0.00	439.65
allreduce	cuda-mng	float64	min	1048576	8388608	10.74	10.74	10.74	0.00	0.00	0.00	781.06
allreduce	cuda-mng	float64	min	2097152	16777216	14.99	14.99	14.99	0.00	0.00	0.00	1119.23
allreduce	cuda-mng	float64	min	4194304	33554432	31.52	31.52	31.52	0.00	0.00	0.00	1064.54
allreduce	cuda-mng	float64	min	8388608	67108864	53.60	53.60	53.60	0.00	0.00	0.00	1252.03
allreduce	cuda-mng	float64	min	16777216	134217728	98.09	98.09	98.09	0.00	0.00	0.00	1368.31
allreduce	cuda-mng	float64	min	33554432	268435456	186.59	186.59	186.59	0.00	0.00	0.00	1438.64
allreduce	cuda-mng	float64	min	67108864	536870912	367.15	367.15	367.15	0.00	0.00	0.00	1462.27
allreduce	cuda-mng	float64	max	1024	8192	8.50	8.50	8.50	0.00	0.00	0.00	0.96
allreduce	cuda-mng	float64	max	2048	16384	8.55	8.55	8.55	0.00	0.00	0.00	1.92
allreduce	cuda-mng	float64	max	4096	32768	8.28	8.28	8.28	0.00	0.00	0.00	3.96
allreduce	cuda-mng	float64	max	8192	65536	8.29	8.29	8.29	0.00	0.00	0.00	7.91
allreduce	cuda-mng	float64	max	16384	131072	8.34	8.34	8.34	0.00	0.00	0.00	15.72
allreduce	cuda-mng	float64	max	32768	262144	8.37	8.37	8.37	0.00	0.00	0.00	31.32
allreduce	cuda-mng	float64	max	65536	524288	8.59	8.59	8.59	0.00	0.00	0.00	61.03
allreduce	cuda-mng	float64	max	131072	1048576	8.39	8.39	8.39	0.00	0.00	0.00	124.98
allreduce	cuda-mng	float64	max	262144	2097152	8.71	8.71	8.71	0.00	0.00	0.00	240.78
allreduce	cuda-mng	float64	max	524288	4194304	9.60	9.60	9.60	0.00	0.00	0.00	436.91
allreduce	cuda-mng	float64	max	1048576	8388608	10.72	10.72	10.72	0.00	0.00	0.00	782.52
allreduce	cuda-mng	float64	max	2097152	16777216	14.99	14.99	14.99	0.00	0.00	0.00	1119.23
allreduce	cuda-mng	float64	max	4194304	33554432	31.43	31.43	31.43	0.00	0.00	0.00	1067.59
allreduce	cuda-mng	float64	max	8388608	67108864	53.66	53.66	53.66	0.00	0.00	0.00	1250.63
allreduce	cuda-mng	float64	max	16777216	134217728	98.12	98.12	98.12	0.00	0.00	0.00	1367.89
allreduce	cuda-mng	float64	max	33554432	268435456	186.62	186.62	186.62	0.00	0.00	0.00	1438.41
allreduce	cuda-mng	float64	max	67108864	536870912	367.08	367.08	367.08	0.00	0.00	0.00	1462.54
allreduce	cuda-mng	int32	sum	1024	4096	11.54	11.54	11.54	0.00	0.00	0.00	0.35
allreduce	cuda-mng	int32	sum	2048	8192	10.96	10.96	10.96	0.00	0.00	0.00	0.75
allreduce	cuda-mng	int32	sum	4096	16384	9.94	9.94	9.94	0.00	0.00	0.00	1.65
allreduce	cuda-mng	int32	sum	8192	32768	9.71	9.71	9.71	0.00	0.00	0.00	3.37
allreduce	cuda-mng	int32	sum	16384	65536	9.66	9.66	9.66	0.00	0.00	0.00	6.78
allreduce	cuda-mng	int32	sum	32768	131072	9.60	9.60	9.60	0.00	0.00	0.00	13.65
allreduce	cuda-mng	int32	sum	65536	262144	9.50	9.50	9.50	0.00	0.00	0.00	27.59
allreduce	cuda-mng	int32	sum	131072	524288	9.79	9.79	9.79	0.00	0.00	0.00	53.55
allreduce	cuda-mng	int32	sum	262144	1048576	9.94	9.94	9.94	0.00	0.00	0.00	105.49
allreduce	cuda-mng	int32	sum	524288	2097152	9.79	9.79	9.79	0.00	0.00	0.00	214.21
allreduce	cuda-mng	int32	sum	1048576	4194304	10.52	10.52	10.52	0.00	0.00	0.00	398.70
allreduce	cuda-mng	int32	sum	2097152	8388608	11.81	11.81	11.81	0.00	0.00	0.00	710.30
allreduce	cuda-mng	int32	sum	4194304	16777216	16.09	16.09	16.09	0.00	0.00	0.00	1042.71
allreduce	cuda-mng	int32	sum	8388608	33554432	32.19	32.19	32.19	0.00	0.00	0.00	1042.39
allreduce	cuda-mng	int32	sum	16777216	67108864	54.12	54.12	54.12	0.00	0.00	0.00	1240.00
allreduce	cuda-mng	int32	sum	33554432	134217728	98.39	98.39	98.39	0.00	0.00	0.00	1364.14
allreduce	cuda-mng	int32	sum	67108864	268435456	186.67	186.67	186.67	0.00	0.00	0.00	1438.02
allreduce	cuda-mng	int32	prod	1024	4096	9.96	9.96	9.96	0.00	0.00	0.00	0.41
allreduce	cuda-mng	int32	prod	2048	8192	9.95	9.95	9.95	0.00	0.00	0.00	0.82
allreduce	cuda-mng	int32	prod	4096	16384	9.97	9.97	9.97	0.00	0.00	0.00	1.64
allreduce	cuda-mng	int32	prod	8192	32768	9.99	9.99	9.99	0.00	0.00	0.00	3.28
allreduce	cuda-mng	int32	prod	16384	65536	10.00	10.00	10.00	0.00	0.00	0.00	6.55
allreduce	cuda-mng	int32	prod	32768	131072	10.09	10.09	10.09	0.00	0.00	0.00	12.99
allreduce	cuda-mng	int32	prod	65536	262144	10.06	10.06	10.06	0.00	0.00	0.00	26.06
allreduce	cuda-mng	int32	prod	131072	524288	10.35	10.35	10.35	0.00	0.00	0.00	50.66
allreduce	cuda-mng	int32	prod	262144	1048576	10.29	10.29	10.29	0.00	0.00	0.00	101.90
allreduce	cuda-mng	int32	prod	524288	2097152	10.48	10.48	10.48	0.00	0.00	0.00	200.11
allreduce	cuda-mng	int32	prod	1048576	4194304	11.22	11.22	11.22	0.00	0.00	0.00	373.82
allreduce	cuda-mng	int32	prod	2097152	8388608	12.55	12.55	12.55	0.00	0.00	0.00	668.41
allreduce	cuda-mng	int32	prod	4194304	16777216	16.91	16.91	16.91	0.00	0.00	0.00	992.15
allreduce	cuda-mng	int32	prod	8388608	33554432	33.37	33.37	33.37	0.00	0.00	0.00	1005.53
allreduce	cuda-mng	int32	prod	16777216	67108864	55.59	55.59	55.59	0.00	0.00	0.00	1207.21
allreduce	cuda-mng	int32	prod	33554432	134217728	99.97	99.97	99.97	0.00	0.00	0.00	1342.58
allreduce	cuda-mng	int32	prod	67108864	268435456	188.86	188.86	188.86	0.00	0.00	0.00	1421.35
allreduce	cuda-mng	int32	min	1024	4096	8.28	8.28	8.28	0.00	0.00	0.00	0.49
allreduce	cuda-mng	int32	min	2048	8192	8.48	8.48	8.48	0.00	0.00	0.00	0.97
allreduce	cuda-mng	int32	min	4096	16384	8.30	8.30	8.30	0.00	0.00	0.00	1.97
allreduce	cuda-mng	int32	min	8192	32768	8.26	8.26	8.26	0.00	0.00	0.00	3.97
allreduce	cuda-mng	int32	min	16384	65536	8.30	8.30	8.30	0.00	0.00	0.00	7.90
allreduce	cuda-mng	int32	min	32768	131072	8.34	8.34	8.34	0.00	0.00	0.00	15.72
allreduce	cuda-mng	int32	min	65536	262144	8.38	8.38	8.38	0.00	0.00	0.00	31.28
allreduce	cuda-mng	int32	min	131072	524288	8.52	8.52	8.52	0.00	0.00	0.00	61.54
allreduce	cuda-mng	int32	min	262144	1048576	8.53	8.53	8.53	0.00	0.00	0.00	122.93
allreduce	cuda-mng	int32	min	524288	2097152	8.65	8.65	8.65	0.00	0.00	0.00	242.45
allreduce	cuda-mng	int32	min	1048576	4194304	9.53	9.53	9.53	0.00	0.00	0.00	440.12
allreduce	cuda-mng	int32	min	2097152	8388608	10.77	10.77	10.77	0.00	0.00	0.00	778.89
allreduce	cuda-mng	int32	min	4194304	16777216	15.10	15.10	15.10	0.00	0.00	0.00	1111.07
allreduce	cuda-mng	int32	min	8388608	33554432	31.48	31.48	31.48	0.00	0.00	0.00	1065.90
allreduce	cuda-mng	int32	min	16777216	67108864	53.65	53.65	53.65	0.00	0.00	0.00	1250.86
allreduce	cuda-mng	int32	min	33554432	134217728	98.06	98.06	98.06	0.00	0.00	0.00	1368.73
allreduce	cuda-mng	int32	min	67108864	268435456	186.53	186.53	186.53	0.00	0.00	0.00	1439.10
allreduce	cuda-mng	int32	max	1024	4096	10.05	10.05	10.05	0.00	0.00	0.00	0.41
allreduce	cuda-mng	int32	max	2048	8192	10.05	10.05	10.05	0.00	0.00	0.00	0.82
allreduce	cuda-mng	int32	max	4096	16384	10.03	10.03	10.03	0.00	0.00	0.00	1.63
allreduce	cuda-mng	int32	max	8192	32768	10.05	10.05	10.05	0.00	0.00	0.00	3.26
allreduce	cuda-mng	int32	max	16384	65536	10.07	10.07	10.07	0.00	0.00	0.00	6.51
allreduce	cuda-mng	int32	max	32768	131072	10.09	10.09	10.09	0.00	0.00	0.00	12.99
allreduce	cuda-mng	int32	max	65536	262144	10.05	10.05	10.05	0.00	0.00	0.00	26.08
allreduce	cuda-mng	int32	max	131072	524288	10.29	10.29	10.29	0.00	0.00	0.00	50.95
allreduce	cuda-mng	int32	max	262144	1048576	10.21	10.21	10.21	0.00	0.00	0.00	102.70
allreduce	cuda-mng	int32	max	524288	2097152	10.36	10.36	10.36	0.00	0.00	0.00	202.43
allreduce	cuda-mng	int32	max	1048576	4194304	11.24	11.24	11.24	0.00	0.00	0.00	373.16
allreduce	cuda-mng	int32	max	2097152	8388608	12.54	12.54	12.54	0.00	0.00	0.00	668.95
allreduce	cuda-mng	int32	max	4194304	16777216	16.84	16.84	16.84	0.00	0.00	0.00	996.27
allreduce	cuda-mng	int32	max	8388608	33554432	33.17	33.17	33.17	0.00	0.00	0.00	1011.59
allreduce	cuda-mng	int32	max	16777216	67108864	55.37	55.37	55.37	0.00	0.00	0.00	1212.01
allreduce	cuda-mng	int32	max	33554432	134217728	99.31	99.31	99.31	0.00	0.00	0.00	1351.50
allreduce	cuda-mng	int32	max	67108864	268435456	186.62	186.62	186.62	0.00	0.00	0.00	1438.41
allreduce	cuda-mng	int64	sum	1024	8192	8.93	8.93	8.93	0.00	0.00	0.00	0.92
allreduce	cuda-mng	int64	sum	2048	16384	8.85	8.85	8.85	0.00	0.00	0.00	1.85
allreduce	cuda-mng	int64	sum	4096	32768	8.96	8.96	8.96	0.00	0.00	0.00	3.66
allreduce	cuda-mng	int64	sum	8192	65536	8.78	8.78	8.78	0.00	0.00	0.00	7.46
allreduce	cuda-mng	int64	sum	16384	131072	8.71	8.71	8.71	0.00	0.00	0.00	15.05
allreduce	cuda-mng	int64	sum	32768	262144	8.72	8.72	8.72	0.00	0.00	0.00	30.06
allreduce	cuda-mng	int64	sum	65536	524288	8.84	8.84	8.84	0.00	0.00	0.00	59.31
allreduce	cuda-mng	int64	sum	131072	1048576	8.75	8.75	8.75	0.00	0.00	0.00	119.84
allreduce	cuda-mng	int64	sum	262144	2097152	9.10	9.10	9.10	0.00	0.00	0.00	230.46
allreduce	cuda-mng	int64	sum	524288	4194304	9.82	9.82	9.82	0.00	0.00	0.00	427.12
allreduce	cuda-mng	int64	sum	1048576	8388608	11.01	11.01	11.01	0.00	0.00	0.00	761.91
allreduce	cuda-mng	int64	sum	2097152	16777216	15.25	15.25	15.25	0.00	0.00	0.00	1100.15
allreduce	cuda-mng	int64	sum	4194304	33554432	31.68	31.68	31.68	0.00	0.00	0.00	1059.17
allreduce	cuda-mng	int64	sum	8388608	67108864	53.78	53.78	53.78	0.00	0.00	0.00	1247.84
allreduce	cuda-mng	int64	sum	16777216	134217728	98.10	98.10	98.10	0.00	0.00	0.00	1368.17
allreduce	cuda-mng	int64	sum	33554432	268435456	186.68	186.68	186.68	0.00	0.00	0.00	1437.94
allreduce	cuda-mng	int64	sum	67108864	536870912	367.15	367.15	367.15	0.00	0.00	0.00	1462.27
allreduce	cuda-mng	int64	prod	1024	8192	8.40	8.40	8.40	0.00	0.00	0.00	0.98
allreduce	cuda-mng	int64	prod	2048	16384	8.38	8.38	8.38	0.00	0.00	0.00	1.96
allreduce	cuda-mng	int64	prod	4096	32768	8.41	8.41	8.41	0.00	0.00	0.00	3.90
allreduce	cuda-mng	int64	prod	8192	65536	8.40	8.40	8.40	0.00	0.00	0.00	7.80
allreduce	cuda-mng	int64	prod	16384	131072	8.45	8.45	8.45	0.00	0.00	0.00	15.51
allreduce	cuda-mng	int64	prod	32768	262144	8.45	8.45	8.45	0.00	0.00	0.00	31.02
allreduce	cuda-mng	int64	prod	65536	524288	8.57	8.57	8.57	0.00	0.00	0.00	61.18
allreduce	cuda-mng	int64	prod	131072	1048576	8.55	8.55	8.55	0.00	0.00	0.00	122.64
allreduce	cuda-mng	int64	prod	262144	2097152	8.79	8.79	8.79	0.00	0.00	0.00	238.58
allreduce	cuda-mng	int64	prod	524288	4194304	9.70	9.70	9.70	0.00	0.00	0.00	432.40
allreduce	cuda-mng	int64	prod	1048576	8388608	10.91	10.91	10.91	0.00	0.00	0.00	768.89
allreduce	cuda-mng	int64	prod	2097152	16777216	15.14	15.14	15.14	0.00	0.00	0.00	1108.14
allreduce	cuda-mng	int64	prod	4194304	33554432	31.62	31.62	31.62	0.00	0.00	0.00	1061.18
allreduce	cuda-mng	int64	prod	8388608	67108864	54.20	54.20	54.20	0.00	0.00	0.00	1238.17
allreduce	cuda-mng	int64	prod	16777216	134217728	98.22	98.22	98.22	0.00	0.00	0.00	1366.50
allreduce	cuda-mng	int64	prod	33554432	268435456	186.85	186.85	186.85	0.00	0.00	0.00	1436.64
allreduce	cuda-mng	int64	prod	67108864	536870912	367.35	367.35	367.35	0.00	0.00	0.00	1461.47
allreduce	cuda-mng	int64	min	1024	8192	12.20	12.20	12.20	0.00	0.00	0.00	0.67
allreduce	cuda-mng	int64	min	2048	16384	12.14	12.14	12.14	0.00	0.00	0.00	1.35
allreduce	cuda-mng	int64	min	4096	32768	12.19	12.19	12.19	0.00	0.00	0.00	2.69
allreduce	cuda-mng	int64	min	8192	65536	12.16	12.16	12.16	0.00	0.00	0.00	5.39
allreduce	cuda-mng	int64	min	16384	131072	12.28	12.28	12.28	0.00	0.00	0.00	10.67
allreduce	cuda-mng	int64	min	32768	262144	12.30	12.30	12.30	0.00	0.00	0.00	21.31
allreduce	cuda-mng	int64	min	65536	524288	12.31	12.31	12.31	0.00	0.00	0.00	42.59
allreduce	cuda-mng	int64	min	131072	1048576	12.30	12.30	12.30	0.00	0.00	0.00	85.25
allreduce	cuda-mng	int64	min	262144	2097152	12.55	12.55	12.55	0.00	0.00	0.00	167.10
allreduce	cuda-mng	int64	min	524288	4194304	13.31	13.31	13.31	0.00	0.00	0.00	315.12
allreduce	cuda-mng	int64	min	1048576	8388608	14.57	14.57	14.57	0.00	0.00	0.00	575.75
allreduce	cuda-mng	int64	min	2097152	16777216	18.86	18.86	18.86	0.00	0.00	0.00	889.57
allreduce	cuda-mng	int64	min	4194304	33554432	35.43	35.43	35.43	0.00	0.00	0.00	947.06
allreduce	cuda-mng	int64	min	8388608	67108864	57.42	57.42	57.42	0.00	0.00	0.00	1168.74
allreduce	cuda-mng	int64	min	16777216	134217728	101.46	101.46	101.46	0.00	0.00	0.00	1322.86
allreduce	cuda-mng	int64	min	33554432	268435456	190.48	190.48	190.48	0.00	0.00	0.00	1409.26
allreduce	cuda-mng	int64	min	67108864	536870912	371.10	371.10	371.10	0.00	0.00	0.00	1446.70
allreduce	cuda-mng	int64	max	1024	8192	11.21	11.21	11.21	0.00	0.00	0.00	0.73
allreduce	cuda-mng	int64	max	2048	16384	11.26	11.26	11.26	0.00	0.00	0.00	1.46
allreduce	cuda-mng	int64	max	4096	32768	11.46	11.46	11.46	0.00	0.00	0.00	2.86
allreduce	cuda-mng	int64	max	8192	65536	11.75	11.75	11.75	0.00	0.00	0.00	5.58
allreduce	cuda-mng	int64	max	16384	131072	12.07	12.07	12.07	0.00	0.00	0.00	10.86
allreduce	cuda-mng	int64	max	32768	262144	12.14	12.14	12.14	0.00	0.00	0.00	21.59
allreduce	cuda-mng	int64	max	65536	524288	12.27	12.27	12.27	0.00	0.00	0.00	42.73
allreduce	cuda-mng	int64	max	131072	1048576	12.37	12.37	12.37	0.00	0.00	0.00	84.77
allreduce	cuda-mng	int64	max	262144	2097152	12.47	12.47	12.47	0.00	0.00	0.00	168.18
allreduce	cuda-mng	int64	max	524288	4194304	13.42	13.42	13.42	0.00	0.00	0.00	312.54
